"고유번호","구명","품계수종","수고","관리등급","위치","환경영향","전정","도로길이","구번호","전선유무","순번","품계활력","흉고지름","품계위치","수관너비","현존유무","관리기관","피해정도","주변토지사용상태","방재","관리방안","수목고유번호","차선수","보호덮개","가로명","가치등급","품계퓽고","수목명","X 좌표","Y 좌표"
"OBJECTID","GU_NM","TRE_SOM","THT_HG","MGE_LVL","LC","EVMT_IFNE","RPRUNG_CN","ROAD_LT","GU_NO","ETRC_YNO","SN","ITM_ERY","BHT_DM","RNK_LC_CN","WTRTB_BT","EXT_YNO","MGE_ORG","DME_ETT","CMFE_LU_STTN","DSPRVN_CN","MGE_MTE","TRE_IDN","TFCLNE_CO","PTN_CVR","WIDTH_NM","VAL_LVL","RNK_BHT_HG","WDPT_NM","X","Y"
"20000924","중구","8","23","1","보영약국","0","","0","02","2","186","8","30","12","12","0","공원녹지과","2","0","","0","2-훈련원로-가-0186","","1","훈련원로","0","6","은행나무","200207.822","452024.766"
"20000925","중구","8","16","2","마른내길","0","","0","02","1","229","8","31","6","9","0","공원녹지과","2","0","","0","2-마른내길-가-0229","","1","마른내길","0","9","은행나무","199541.301","451632.838"
"20000716","중구","8","15","2","천일화공","0","","0","02","2","61","8","19","9","7","0","공원녹지과","2","0","","0","2-배오개길-가-0061","","1","배오개길","0","3","은행나무","199831.816","452074.287"
"20000717","중구","8","10","1","마포로5구역","0","","0","02","2","139","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0139","","1","서소문로","0","6","소나무","197129.606","451279.915"
"20000718","중구","8","13","1","서소문공원","0","","0","02","2","36","8","30","12","6","0","공원녹지과","2","0","","0","2-칠패길-가-0036","","1","칠패길","0","6","은행나무","197376.964","451122.858"
"20000720","중구","8","10","2","파라다이스","0","","0","02","2","91","8","19","12","8","0","공원녹지과","2","0","","0","2-훈련원로-가-0091","","1","훈련원로","0","3","은행나무","200260.439","451257.712"
"20000721","중구","8","18","1","광신교효","0","","0","02","2","64","8","31","12","15","0","공원녹지과","2","0","","0","2-훈련원로-가-0064","","1","훈련원로","0","9","은행나무","200270.564","451186.755"
"20000722","중구","8","17","1","소피텔엠버서더","0","","0","02","2","309","8","34","12","9","0","공원녹지과","2","0","","0","2-훈련원로-가-0311","","1","훈련원로","0","9","은행나무","200222.648","451334"
"20000723","중구","8","14","1","서울역","0","","0","02","2","2","8","32","12","8","0","공원녹지과","2","0","","0","2-의주로-가-0002","","1","의주로","0","9","은행나무","197546.417","450901.7"
"20000724","중구","8","17","1","서울역","0","","0","02","2","8","8","30","12","8","0","공원녹지과","2","0","","0","2-의주로-가-0008","","1","의주로","0","6","은행나무","197529.392","450927.244"
"20000725","중구","4","10","2","서독안경","0","","0","02","1","23","8","31","6","6","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-중림동길-가-0023","","1","중림동길","0","9","양버즘나무","197068.214","450974.169"
"20000727","중구","8","17","1","신성당약국","0","","0","02","2","338","8","30","12","8","0","공원녹지과","2","0","","0","2-퇴계로-가-0338","","1","퇴계로","0","6","은행나무","198324.985","451126.225"
"20000728","중구","4","20","1","신성당약국","0","0204","0","02","2","245","8","36","12","6","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-퇴계로-가-0245","","1","퇴계로","0","9","양버즘나무","198293.301","451144.867"
"20000729","중구","8","13","2","남대문시장","0","","0","02","2","251","8","18","12","5","0","공원녹지과","2","0","","0","2-퇴계로-가-0251","","1","퇴계로","0","3","은행나무","198110.171","451059.233"
"20000730","중구","8","16","1","한국은행","0","","0","02","2","8","8","30","12","8","0","공원녹지과","1","0","","0","2-태평로-가-0008","","1","태평로","0","6","은행나무","197889.924","451296.881"
"20000731","중구","8","12","2","대경빌딩","0","","0","02","2","361","8","20","6","10","0","공원녹지과","2","0","","0","2-태평로-가-0366","","1","태평로","0","3","은행나무","197738.607","451339.924"
"20000732","중구","8","10","2","대경빌딩","0","","0","02","2","366","8","18","6","5","0","공원녹지과","2","0","","0","2-태평로-가-0371","","1","태평로","0","3","은행나무","197749.484","451357.665"
"20000734","중구","8","14","1","남산","0","","0","02","2","49","8","54","9","8","0","공원녹지과","2","0","","0","2-소월길-가-0049","","1","소월길","0","12","은행나무","198003.66","450602.085"
"20000735","중구","8","15","2","남산","0","","0","02","2","54","8","27","9","8","0","공원녹지과","2","0","","0","2-소월길-가-0054","","1","소월길","0","6","은행나무","197967.051","450626.666"
"20000736","중구","8","7","2","남산","0","","0","02","1","102","8","16","12","4","0","공원녹지과","2","0","","0","2-소파길-가-0102","","1","소파길","0","3","은행나무","198304.268","450644.812"
"20000737","중구","8","30","2","남산","0","","0","02","2","118","6","30","12","7","0","공원녹지과","1","0","","0","2-소파길-가-0118","","1","소파길","0","6","은행나무","198191.384","450721.944"
"20000738","중구","8","15","1","우리은행","0","","0","02","2","71","8","27","12","8","0","공원녹지과","2","0","","0","2-반포로-가-0071","","2","반포로","0","6","은행나무","198478.673","450992.884"
"20000653","중구","8","18","2","수도밧데리","0","","0","02","2","178","8","18","12","10","0","공원녹지과","2","0","","0","2-훈련원로-가-0178","","1","훈련원로","0","3","은행나무","200212.786","451960.325"
"20000654","중구","8","22","1","보영약국","0","","0","02","2","199","8","36","12","13","0","공원녹지과","2","0","","0","2-훈련원로-가-0199","","1","훈련원로","0","9","은행나무","200200.208","452147.682"
"20000655","중구","8","23","2","소머리국밥집","0","","0","02","2","265","8","22","6","14","0","공원녹지과","2","0","","0","2-마른내길-가-0265","","1","마른내길","0","6","은행나무","199995.616","451652.741"
"20000656","중구","8","13","1","힐튼호텔","0","","0","02","2","10","8","52","9","8","0","공원녹지과","2","0","","0","2-소월길-가-0010","","1","소월길","0","12","은행나무","198145.593","450469.226"
"20000657","중구","8","14","1","남산","0","","0","02","2","29","8","32","9","7","0","공원녹지과","2","0","","0","2-소월길-가-0029","","1","소월길","0","9","은행나무","198046.718","450580.105"
"20000659","중구","8","13","1","동대문운동장","0","","0","02","2","488","8","24","12","6","0","공원녹지과","2","0","","0","2-을지로-가-0488","","1","을지로","0","6","은행나무","200759.763","451794.701"
"20000660","중구","8","8","1","동원요리학원","0","","0","02","2","214","8","24","12","6","0","공원녹지과","2","0","","0","2-홍인문로-가-0210","","1","홍인문로","0","6","은행나무","200711.468","451746.381"
"20000661","중구","8","26","2","골드상호금고","0","","0","02","1","210","8","27","6","8","0","공원녹지과","2","0","","0","2-마른내길-가-0210","","1","마른내길","0","6","은행나무","199341.697","451640.709"
"20000662","중구","8","19","2","골드상호금고","0","","0","02","2","194","8","30","6","9","0","공원녹지과","2","0","","0","2-마른내길-가-0194","","1","마른내길","0","6","은행나무","199271.127","451648.059"
"20000663","중구","8","13","2","명보극장","0","","0","02","1","96","8","29","6","7","0","공원녹지과","2","0","","0","2-마른내길-가-0096","","1","마른내길","0","6","은행나무","199459.739","451652.476"
"20000664","중구","8","13","2","한림빌딩","0","","0","02","1","29","8","16","6","14","0","공원녹지과","2","0","","0","2-마른내길-가-0029","","1","마른내길","0","3","은행나무","200167.178","451679.821"
"20000665","중구","8","10","1","마포로5구역","0","","0","02","2","138","8","20","12","5","0","공원녹지과","1","0","","0","2-서소문로-가-0138","","1","서소문로","0","6","소나무","197126.799","451285.062"
"20000667","중구","8","12","2","영미상가","0","","0","02","1","30","8","23","6","4","0","공원녹지과","2","0","","0","2-마장로-가-0030","","1","마장로","0","6","은행나무","201769.308","452096.724"
"20000668","중구","4","10","3","영미상가","0","","0","02","2","246","4","30","6","8","0","공원녹지과","1","0","","0","2-마장로-가-0246","","1","마장로","0","6","은행나무","201995.08","452049.197"
"20000669","중구","4","21","1","금호의원","0","","0","02","1","124","8","33","12","10","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-왕십리길-가-0125","","1","왕십리길","0","9","양버즘나무","201481.275","451755.978"
"20000670","중구","8","10","2","신흥빌딩","0","","0","02","2","87","8","12","12","5","0","공원녹지과","2","0","","0","2-청파로-가-0110","","2","청파로","0","3","은행나무","197162.659","451275.269"
"20000671","중구","8","8","2","남산","0","","0","02","2","172","8","16","9","4","0","공원녹지과","2","0","","0","2-소파길-가-0172","","1","소파길","0","3","은행나무","198202.12","450694.325"
"20000672","중구","8","18","2","남산","0","","0","02","2","173","8","26","9","8","0","공원녹지과","2","0","","0","2-소파길-가-0173","","1","소파길","0","6","은행나무","198208.875","450689.412"
"20000674","중구","8","14","2","남산육교","0","","0","02","2","132","6","35","9","11","0","공원녹지과","2","0","","0","2-소월길-가-0132","","1","소월길","0","9","은행나무","197909.608","450836.132"
"20000675","중구","8","8","1","삼각동","0","","0","02","2","143","8","15","12","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-청계천로-가-0143","","1","청계천로","0","6","회화나무","198731.961","452072.92"
"20000676","중구","8","8","2","한화빌딩","0","","0","02","2","209","8","14","12","10","0","공원녹지과","2","0","","0","2-을지로-가-0209","","1","을지로","0","3","은행나무","198761.519","451852.919"
"20000677","중구","8","9","2","한화빌딩","0","","0","02","2","207","8","19","12","10","0","공원녹지과","2","0","","0","2-을지로-가-0207","","1","을지로","0","3","은행나무","198770.737","451852.915"
"20000678","중구","8","18","1","정화측기사","0","","0","02","2","176","8","33","12","9","0","공원녹지과","2","0","","0","2-남대문로-가-0182","","1","남대문로","0","9","은행나무","198488.453","451985.047"
"20000679","중구","4","10","2","코오롱빌딩","0","","0","02","2","85","8","39","9","14","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-무교동길-가-0085","","1","무교동길","0","9","양버즘나무","198158.175","452044.087"
"20000680","중구","8","22","1","동양화학빌딩","0","","0","02","2","11","8","40","9","9","0","공원녹지과","2","0","","0","2-소공길-가-0011","","2","소공길","0","9","은행나무","198256.515","451523.715"
"20000567","중구","8","21","1","","0","","0","02","1","259","8","24","12","12","0","공원녹지과","1","0","","0","2-소파길-가-0259","","1","소파길","0","6","은행나무","199069.452","451258.523"
"20000568","중구","8","12","2","청구역","0","","0","02","2","195","8","14","6","7","0","공원녹지과","2","0","","0","2-금호동길-가-0195","","1","금호동길","0","3","은행나무","201173.538","451206.258"
"20000569","중구","0","0","0","","0","","0","","0","0","0","27","0","0","0","공원녹지과","0","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-의주로-가-0116","","0","의주로","0","0","양버즘나무","197117.347","451766.234"
"20000570","중구","8","14","3","서울특별시별관","0","","0","02","2","271","8","16","3","8","0","공원녹지과","2","0","","0","2-덕수궁길-가-0267","","1","덕수궁길","0","3","은행나무","197824.925","451695.358"
"20000571","중구","4","21","3","멋쟁이마을","0","","0","02","1","69","8","22","6","9","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-금호동길-가-0069","","1","금호동길","0","6","양버즘나무","201351.275","451134.308"
"20000572","중구","8","8","2","한화빌딩","0","","0","02","2","211","8","18","12","6","0","공원녹지과","2","0","","0","2-을지로-가-0211","","1","을지로","0","3","은행나무","198754.636","451852.516"
"20000574","중구","8","15","1","태평로빌딩","0","","0","02","2","322","8","29","12","12","0","공원녹지과","2","0","","0","2-태평로-가-0327","","1","태평로","0","6","은행나무","197913.501","451516.653"
